obsno,grid_code,x_wgs84,y_wgs84,ldi,loss_intensity,miombo_extent,MAT,MAP,soil,access,sciname,P1,P2,P3,P4,P5,ba_P1,ba_P2,ba_P3,ba_P4,ba_P5
166,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
167,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Afzelia quanzensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA
168,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
169,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
170,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Afzelia quanzensis,0,0,0,NA,NA,0,0,0,NA,NA
171,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
172,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
173,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
174,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
175,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
176,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Afzelia quanzensis,0,0,1,NA,NA,0,0,66.5,NA,NA
177,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
178,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
179,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
180,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Afzelia quanzensis,0,0,0,NA,NA,0,0,0,NA,NA
181,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Afzelia quanzensis,0,0,0,0,NA,0,0,0,0,NA
182,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
183,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Afzelia quanzensis,0,0,0,0,NA,0,0,0,0,NA
184,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
185,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Afzelia quanzensis,0,3,NA,NA,NA,0,455.5,NA,NA,NA
186,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
187,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
188,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Afzelia quanzensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA
189,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
190,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
191,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
192,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Afzelia quanzensis,0,NA,NA,NA,NA,0,NA,NA,NA,NA
193,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Afzelia quanzensis,0,0,NA,NA,NA,0,0,NA,NA,NA
194,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Afzelia quanzensis,0,0,0,0,0,0,0,0,0,0
195,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Afzelia quanzensis,0,0,0,0,0,0,0,0,0,0
196,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Albizia adianthifolia,0,0,0,NA,NA,0,0,0,NA,NA
197,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Albizia adianthifolia,0,0,0,0,0,0,0,0,0,0
198,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
199,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Albizia adianthifolia,1,0,NA,NA,NA,363.1,0,NA,NA,NA
200,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Albizia adianthifolia,0,0,0,0,NA,0,0,0,0,NA
201,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
202,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Albizia adianthifolia,0,0,0,10,NA,0,0,0,6425,NA
203,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
204,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
205,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
206,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Albizia adianthifolia,4,NA,NA,NA,NA,941.4,NA,NA,NA,NA
207,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Albizia adianthifolia,0,4,NA,NA,NA,0,808.8,NA,NA,NA
208,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
209,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Albizia adianthifolia,0,0,0,NA,NA,0,0,0,NA,NA
210,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Albizia adianthifolia,2,3,NA,NA,NA,553.2,291.2,NA,NA,NA
211,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
212,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
213,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
214,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Albizia adianthifolia,5,0,NA,NA,NA,1563.2,0,NA,NA,NA
215,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Albizia adianthifolia,0,0,0,NA,NA,0,0,0,NA,NA
216,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
217,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
218,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
219,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Albizia adianthifolia,0,0,0,NA,NA,0,0,0,NA,NA
220,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Albizia adianthifolia,0,0,0,0,NA,0,0,0,0,NA
221,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
222,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Albizia adianthifolia,0,0,0,0,NA,0,0,0,0,NA
223,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
224,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
225,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
226,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
227,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Albizia adianthifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
228,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
229,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
230,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
231,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Albizia adianthifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
232,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Albizia adianthifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
233,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Albizia adianthifolia,0,0,0,0,0,0,0,0,0,0
234,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Albizia adianthifolia,0,0,0,0,0,0,0,0,0,0
235,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Albizia amara,0,0,0,NA,NA,0,0,0,NA,NA
236,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Albizia amara,0,0,0,0,0,0,0,0,0,0
237,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
238,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Albizia amara,0,1,NA,NA,NA,0,1472.5,NA,NA,NA
239,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Albizia amara,0,0,0,0,NA,0,0,0,0,NA
240,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
241,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Albizia amara,1,1,0,0,NA,754.8,1452.2,0,0,NA
242,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
243,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
244,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Albizia amara,0,2,NA,NA,NA,0,899.3,NA,NA,NA
245,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Albizia amara,0,NA,NA,NA,NA,0,NA,NA,NA,NA
246,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Albizia amara,0,11,NA,NA,NA,0,1907.1,NA,NA,NA
247,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
248,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Albizia amara,0,0,0,NA,NA,0,0,0,NA,NA
249,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Albizia amara,12,0,NA,NA,NA,1577.8,0,NA,NA,NA
250,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
251,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
252,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
253,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
254,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Albizia amara,0,0,0,NA,NA,0,0,0,NA,NA
255,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Albizia amara,3,0,NA,NA,NA,2078.1,0,NA,NA,NA
256,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
257,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
258,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Albizia amara,0,0,0,NA,NA,0,0,0,NA,NA
259,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Albizia amara,0,0,0,0,NA,0,0,0,0,NA
260,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
261,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Albizia amara,0,0,0,0,NA,0,0,0,0,NA
262,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Albizia amara,9,0,NA,NA,NA,2670.7,0,NA,NA,NA
263,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
264,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
265,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
266,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Albizia amara,0,NA,NA,NA,NA,0,NA,NA,NA,NA
267,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
268,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
269,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Albizia amara,0,0,NA,NA,NA,0,0,NA,NA,NA
270,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Albizia amara,0,NA,NA,NA,NA,0,NA,NA,NA,NA
271,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Albizia amara,1,0,NA,NA,NA,113.1,0,NA,NA,NA
272,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Albizia amara,0,0,0,0,0,0,0,0,0,0
273,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Albizia amara,0,0,0,0,0,0,0,0,0,0
274,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Allophylus africanus,0,0,0,NA,NA,0,0,0,NA,NA
275,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Allophylus africanus,0,0,0,0,0,0,0,0,0,0
276,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
277,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
278,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Allophylus africanus,0,0,0,0,NA,0,0,0,0,NA
279,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
280,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Allophylus africanus,0,0,0,0,NA,0,0,0,0,NA
281,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
282,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
283,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
284,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Allophylus africanus,0,NA,NA,NA,NA,0,NA,NA,NA,NA
285,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
286,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
287,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Allophylus africanus,0,0,0,NA,NA,0,0,0,NA,NA
288,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
289,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
290,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
291,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
292,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
293,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Allophylus africanus,0,0,0,NA,NA,0,0,0,NA,NA
294,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
295,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
296,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
297,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Allophylus africanus,1,0,0,NA,NA,78.5,0,0,NA,NA
298,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Allophylus africanus,0,0,0,0,NA,0,0,0,0,NA
299,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
300,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Allophylus africanus,0,0,0,0,NA,0,0,0,0,NA
301,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
302,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
303,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
304,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
305,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Allophylus africanus,0,NA,NA,NA,NA,0,NA,NA,NA,NA
306,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
307,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
308,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
309,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Allophylus africanus,0,NA,NA,NA,NA,0,NA,NA,NA,NA
310,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Allophylus africanus,0,0,NA,NA,NA,0,0,NA,NA,NA
311,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Allophylus africanus,0,0,0,0,0,0,0,0,0,0
312,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Allophylus africanus,0,0,0,0,0,0,0,0,0,0
313,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Aloe zebrina,0,0,0,NA,NA,0,0,0,NA,NA
314,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Aloe zebrina,0,0,0,0,2,0,0,0,0,56.6
315,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
316,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
317,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Aloe zebrina,0,0,0,0,NA,0,0,0,0,NA
318,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
319,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Aloe zebrina,0,0,0,0,NA,0,0,0,0,NA
320,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
321,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
322,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
323,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Aloe zebrina,0,NA,NA,NA,NA,0,NA,NA,NA,NA
324,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
325,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
326,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Aloe zebrina,0,0,0,NA,NA,0,0,0,NA,NA
327,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
328,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
329,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
330,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Aloe zebrina,0,0,NA,NA,NA,0,0,NA,NA,NA
